keeper_rank,source_rank,player,team,pos,pos_rank,pointsPpr,player_id,player_page_url,player_bye_week,player_owned_avg,player_owned_espn,player_owned_yahoo,player_ecr_delta,rank_ave,rank_min,rank_max,rank_std,tier,projectionPassYds,projectionPassTds,projectionRushAtt,projectionRushYds,projectionRushTds,projectionRecRec,projectionRecYds,projectionRecTds,projectionFga,projectionFg,projectionXpt,projectionDefSack,projectionDefInt,projectionDefTd,projectionDefSafety,projectionDefFf,projectionDefFr,projectionDefRetd,source_date
219,219,Isaac TeSlaa,DET,WR,WR79,85.07,27446,https://www.fantasypros.com/nfl/players/isaac-teslaa.php,6,8.6,3.7,7,,218.79,166,302,26.38,11,,,,,,25.38,352.36,4.12,,,,,,,,,,,2026-08-30
220,220,Evan McPherson,CIN,K,K10,128.73,23297,https://www.fantasypros.com/nfl/players/evan-mcpherson.php,6,39.5,17.6,53,,216.91,173,282,16.42,11,,,,,,,,,32.15,27.67,45.71,,,,,,,,2026-08-30
221,221,Rashod Bateman,BAL,WR,WR80,134.27,19794,https://www.fantasypros.com/nfl/players/rashod-bateman.php,13,6.4,8.6,3,,228.08,150,330,30.53,11,,,,,,38.84,598.61,5.98,,,,,,,,,,,2026-08-30
222,222,Troy Franklin,DEN,WR,WR81,100.25,23092,https://www.fantasypros.com/nfl/players/troy-franklin.php,10,3.6,1.5,1,,216.73,128,341,41.14,11,,,,,,36.49,402.7,3.89,,,,,,,,,,,2026-08-30
223,223,Detroit Lions,DET,D/ST,DST14,107.41,8100,https://www.fantasypros.com/nfl/players/detroit-defense.php,6,61.7,75.5,47,,221.19,183,330,25.63,11,,,,,,,,,,,,47.97,13.43,2.15,0.5,14.42,9.33,1,2026-08-30
224,224,Andy Borregales,NE,K,K11,119.38,27291,https://www.fantasypros.com/nfl/players/andres-borregales.php,11,20.5,3,13,,222.29,188,282,18.15,11,,,,,,,,,30.88,25.79,42,,,,,,,,2026-08-30
225,225,Chase McLaughlin,TB,K,K12,132.86,19058,https://www.fantasypros.com/nfl/players/chase-mclaughlin.php,10,16.2,15.9,12,,226.16,192,286,19.33,11,,,,,,,,,36.49,31.52,38.29,,,,,,,,2026-08-30
226,226,Harrison Mevis,LAR,K,K13,136.88,26638,https://www.fantasypros.com/nfl/players/harrison-mevis.php,11,71.3,92.2,59,,229.86,193,333,25.78,11,,,,,,,,,30.15,27.32,54.93,,,,,,,,2026-08-30
227,227,Cleveland Browns,CLE,D/ST,DST15,100.95,8070,https://www.fantasypros.com/nfl/players/cleveland-defense.php,11,19.8,50.9,5,,219.22,183,325,32.48,11,,,,,,,,,,,,46.35,12.12,2.21,0,12.58,8.53,0,2026-08-30
228,228,Pat Freiermuth,PIT,TE,TE27,134.13,20163,https://www.fantasypros.com/nfl/players/pat-freiermuth.php,9,10.8,13.5,6,,238.64,155,333,28.34,11,,,,,,52.98,560,4.27,,,,,,,,,,,2026-08-30
229,229,Jaydon Blue,DAL,RB,RB64,54.65,24344,https://www.fantasypros.com/nfl/players/jaydon-blue.php,14,7.5,3.5,8,,233.44,145,338,44.48,11,,,62.36,263,1.95,8.72,61.74,0.39,,,,,,,,,,,2026-08-30
230,230,Kaytron Allen,WAS,RB,RB65,21.48,24362,https://www.fantasypros.com/nfl/players/kaytron-allen.php,7,12.3,1.6,3,,234.54,156,343,35.69,11,,,23.64,110.88,0.72,3.03,25.69,0.1,,,,,,,,,,,2026-08-30
231,231,Buffalo Bills,BUF,D/ST,DST16,106.67,8030,https://www.fantasypros.com/nfl/players/buffalo-defense.php,7,30.6,63.5,18,,229.39,189,349,27.25,11,,,,,,,,,,,,42.74,14.58,2.43,0.5,12.73,9.6,0,2026-08-30
232,232,Emanuel Wilson,SEA,RB,RB66,51.27,25885,https://www.fantasypros.com/nfl/players/emanuel-wilson.php,11,2.8,0.6,1,,231.41,162,393,42.21,11,,,70.21,290.48,1.71,7.68,52.13,0.03,,,,,,,,,,,2026-08-30
233,233,Ja'Kobi Lane,BAL,WR,WR82,125.67,27337,https://www.fantasypros.com/nfl/players/jakobi-lane.php,13,22.9,17.1,16,,219.08,137,328,49.79,11,,,,,,37.77,569.31,5.24,,,,,,,,,,,2026-08-30
234,234,Germie Bernard,PIT,WR,WR83,109.24,26039,https://www.fantasypros.com/nfl/players/germie-bernard.php,9,12.4,7.4,2,,236.66,166,328,32.44,11,,,,,,41.22,508.18,2.89,,,,,,,,,,,2026-08-30
235,235,Cade Otton,TB,TE,TE28,128.87,23181,https://www.fantasypros.com/nfl/players/cade-otton.php,10,14.9,2.5,3,,242.32,196,320,24.51,11,,,,,,54.84,557.41,3.09,,,,,,,,,,,2026-08-30
236,236,Antonio Williams,WAS,WR,WR84,104.12,25418,https://www.fantasypros.com/nfl/players/antonio-williams-wr.php,7,16.1,3,3,,234.33,136,366,42.56,11,,,,,,35.47,496.72,3.14,,,,,,,,,,,2026-08-30
237,237,Zachariah Branch,ATL,WR,WR85,80.28,25419,https://www.fantasypros.com/nfl/players/zachariah-branch.php,11,17,5.5,4,,236.72,140,315,36.71,11,,,,,,31.41,381.69,1.89,,,,,,,,,,,2026-08-30
238,238,Greg Dulcich,MIA,TE,TE29,133.52,23153,https://www.fantasypros.com/nfl/players/greg-dulcich.php,6,14.5,3.4,11,,209.61,131,306,39.20,11,,,,,,54.57,619.99,3.22,,,,,,,,,,,2026-08-30
239,239,Jaylen Wright,MIA,RB,RB67,50.74,25987,https://www.fantasypros.com/nfl/players/jaylen-wright.php,6,4.2,2.1,2,,238.52,164,311,29.10,11,,,79.95,308.92,1.55,7.23,52.46,0.1,,,,,,,,,,,2026-08-30
240,240,Justice Hill,BAL,RB,RB68,112.1,18256,https://www.fantasypros.com/nfl/players/justice-hill.php,13,10.3,13.3,3,,236.93,141,327,41.64,11,,,56.4,273.71,2.18,32.72,283.43,1.84,,,,,,,,,,,2026-08-30
241,241,George Holani,SEA,RB,RB69,41.13,22915,https://www.fantasypros.com/nfl/players/george-holani.php,11,5,2.7,2,,243.91,154,332,40.32,11,,,38.85,164.14,1.53,8.01,62.22,0.28,,,,,,,,,,,2026-08-30
242,242,Caleb Douglas,MIA,WR,WR86,104.85,28135,https://www.fantasypros.com/nfl/players/caleb-douglas.php,6,9.3,13.3,7,,205.58,133,341,54.13,11,,,,,,39.45,508.78,2.57,,,,,,,,,,,2026-08-30
243,243,Malachi Fields,NYG,WR,WR87,68.38,27994,https://www.fantasypros.com/nfl/players/malachi-fields.php,8,10.7,2.6,5,,233.43,149,328,36.21,11,,,,,,26.29,321.26,1.75,,,,,,,,,,,2026-08-30
244,244,Kaelon Black,SF,RB,RB70,88.65,28401,https://www.fantasypros.com/nfl/players/kaelon-black.php,8,12.9,6.3,13,,240.71,146,356,51.87,11,,,113.59,452.73,3.6,10.58,94.91,0.68,,,,,,,,,,,2026-08-30
245,245,Chris Bell,MIA,WR,WR88,99.4,26038,https://www.fantasypros.com/nfl/players/chris-bell.php,6,11.6,2.5,3,,239.34,150,309,35.94,11,,,,,,37.19,469.5,2.67,,,,,,,,,,,2026-08-30
246,246,Jack Bech,LV,WR,WR89,65.82,27224,https://www.fantasypros.com/nfl/players/jack-bech.php,13,2.9,1.4,1,,241.73,140,391,32.90,11,,,,,,27.74,315.01,1.19,,,,,,,,,,,2026-08-30
247,247,Keon Coleman,BUF,WR,WR90,74.63,26019,https://www.fantasypros.com/nfl/players/keon-coleman.php,7,4.4,2.5,2,,246.80,154,331,32.39,11,,,,,,24.42,337.72,2.82,,,,,,,,,,,2026-08-30
248,248,Chris Boswell,PIT,K,K14,118.34,13029,https://www.fantasypros.com/nfl/players/chris-boswell.php,9,32,38,24,,241.97,195,282,18.66,11,,,,,,,,,32.37,28.12,33.97,,,,,,,,2026-08-30
249,249,Harrison Butker,KC,K,K15,131.94,16712,https://www.fantasypros.com/nfl/players/harrison-butker.php,5,45,79.1,25,,243.87,192,333,25.89,11,,,,,,,,,36.56,31.28,38.11,,,,,,,,2026-08-30
250,250,David Njoku,LAC,TE,TE30,107.41,16399,https://www.fantasypros.com/nfl/players/david-njoku.php,7,15.6,5.1,5,,251.89,173,355,27.21,11,,,,,,42.29,396.58,4.29,,,,,,,,,,,2026-08-30
251,251,Evan Engram,DEN,TE,TE31,117.11,16411,https://www.fantasypros.com/nfl/players/evan-engram.php,10,7.9,3.2,2,,256.77,181,306,25.63,11,,,,,,53.42,475.92,2.73,,,,,,,,,,,2026-08-30
252,252,Devaughn Vele,NO,WR,WR91,125.77,26409,https://www.fantasypros.com/nfl/players/devaughn-vele.php,8,7.9,7.2,2,,247.38,154,300,37.31,11,,,,,,47.26,567.7,3.69,,,,,,,,,,,2026-08-30
253,253,Fernando Mendoza,LV,QB,QB30,191.77,28013,https://www.fantasypros.com/nfl/players/fernando-mendoza.php,13,25.5,10.6,13,,257.74,159,368,41.26,12,2881.96,15.73,50.36,233.37,1.31,,,,,,,,,,,,,,2026-08-30
254,254,Ted Hurst III,TB,WR,WR92,82.69,28130,https://www.fantasypros.com/nfl/players/ted-hurst.php,10,9.4,1,2,,243.90,154,391,41.02,12,,,,,,28.9,389.85,2.57,,,,,,,,,,,2026-08-30
255,255,Chimere Dike,TEN,WR,WR93,79.19,27315,https://www.fantasypros.com/nfl/players/chimere-dike.php,9,3.9,1.2,3,,245.01,165,346,38.55,12,,,,,,27.82,271.61,3.39,,,,,,,,,,,2026-08-30
256,256,Najee Harris,NYG,RB,RB71,73.89,19302,https://www.fantasypros.com/nfl/players/najee-harris-rb.php,8,9,6.3,6,,244.36,135,337,48.85,12,,,93.37,390.8,2.63,10.59,75.59,0.21,,,,,,,,,,,2026-08-30
257,257,Demond Claiborne,MIN,RB,RB72,20.05,28084,https://www.fantasypros.com/nfl/players/demond-claiborne.php,6,9.5,1,2,,253.36,151,354,33.05,12,,,21.59,96.15,0.71,3.25,25.22,0.09,,,,,,,,,,,2026-08-30
258,258,Isaiah Davis,NYJ,RB,RB73,43.38,25977,https://www.fantasypros.com/nfl/players/isaiah-davis.php,13,1.6,0.9,1,,258.59,164,322,27.39,12,,,35.06,174.69,1.16,9.94,78.57,0.21,,,,,,,,,,,2026-08-30
259,259,Ty Johnson,BUF,RB,RB74,94.32,18406,https://www.fantasypros.com/nfl/players/ty-johnson.php,7,1.4,1.5,1,,258.69,162,332,31.96,12,,,51.89,222.22,2.07,22.82,243.98,2.15,,,,,,,,,,,2026-08-30
260,260,Elic Ayomanor,TEN,WR,WR94,79.47,27059,https://www.fantasypros.com/nfl/players/elic-ayomanor.php,9,2.3,0.2,1,,251.39,178,350,35.57,12,,,,,,25.42,342.77,3.31,,,,,,,,,,,2026-08-30
261,261,Ollie Gordon II,MIA,RB,RB75,34.81,25984,https://www.fantasypros.com/nfl/players/ollie-gordon.php,6,1.9,1.5,2,,252.36,175,322,26.91,12,,,49.44,203.47,1.23,3.93,27.73,0.12,,,,,,,,,,,2026-08-30
262,262,Samaje Perine,CIN,RB,RB76,96.13,16423,https://www.fantasypros.com/nfl/players/samaje-perine.php,6,5,4.4,3,,263.96,152,331,40.79,12,,,98.53,441.81,3.68,17.9,135.68,0.37,,,,,,,,,,,2026-08-30
263,263,LeQuint Allen Jr.,JAC,RB,RB77,43.83,27285,https://www.fantasypros.com/nfl/players/lequint-allen-jr.php,7,1.7,0.6,0,,263.10,160,343,30.28,12,,,32.02,126,0.6,15.34,99.12,0.43,,,,,,,,,,,2026-08-30
264,264,Colby Parkinson,LAR,TE,TE32,90.51,19372,https://www.fantasypros.com/nfl/players/colby-parkinson.php,11,11.4,1.4,2,,267.59,215,336,20.02,12,,,,,,33.33,342.51,4.04,,,,,,,,,,,2026-08-30
265,265,Jordan James,SF,RB,RB78,75.84,27310,https://www.fantasypros.com/nfl/players/jordan-james.php,8,4.2,3.6,2,,263.72,164,338,37.94,12,,,80.69,322.58,2.51,14.05,131.59,0.59,,,,,,,,,,,2026-08-30
266,266,Cyrus Allen,KC,WR,WR95,52.9,28424,https://www.fantasypros.com/nfl/players/cyrus-allen.php,5,10.8,5.3,9,,219.14,126,376,59.14,12,,,,,,19.42,245.84,1.55,,,,,,,,,,,2026-08-30
267,267,Tory Horton,SEA,WR,WR96,97.47,26022,https://www.fantasypros.com/nfl/players/tory-horton.php,11,3.3,1,1,,261.03,199,369,27.84,12,,,,,,30.31,401.5,4.66,,,,,,,,,,,2026-08-30
268,268,Wil Lutz,DEN,K,K16,128.5,16026,https://www.fantasypros.com/nfl/players/wil-lutz.php,10,10.5,5.7,19,,265.97,182,333,28.72,12,,,,,,,,,33.67,28.99,41.54,,,,,,,,2026-08-30
269,269,Will Reichard,MIN,K,K17,130.71,26341,https://www.fantasypros.com/nfl/players/will-reichard.php,6,45.6,31.3,54,,254.04,190,333,29.43,12,,,,,,,,,34.17,30.9,38.02,,,,,,,,2026-08-30
270,270,Chris Brooks,GB,RB,RB79,42.14,25823,https://www.fantasypros.com/nfl/players/christopher-brooks.php,11,1.7,0.9,1,,269.43,237,289,19.62,12,,,39.7,176.15,0.81,10.9,75.76,0.22,,,,,,,,,,,2026-08-30
271,271,Tyquan Thornton,KC,WR,WR97,92.96,22913,https://www.fantasypros.com/nfl/players/tyquan-thornton.php,5,3.6,1,1,,265.39,166,324,29.99,12,,,,,,25.44,467.54,3.5,,,,,,,,,,,2026-08-30
272,272,Darius Slayton,NYG,WR,WR98,100.13,18706,https://www.fantasypros.com/nfl/players/darius-slayton.php,8,1.9,1.4,1,,266.37,184,334,25.94,12,,,,,,35.75,526.2,2.01,,,,,,,,,,,2026-08-30
273,273,Tua Tagovailoa,ATL,QB,QB31,120.91,19198,https://www.fantasypros.com/nfl/players/tua-tagovailoa.php,11,12.7,1.7,3,,277.22,139,348,34.29,12,2050.25,11.14,14.96,36.64,0.09,,,,,,,,,,,,,,2026-08-30
274,274,Christian Kirk,SF,WR,WR99,84.86,17268,https://www.fantasypros.com/nfl/players/christian-kirk.php,8,6.5,1,1,,266.30,202,382,32.79,12,,,,,,32.35,381.12,2.42,,,,,,,,,,,2026-08-30
275,275,Elijah Sarratt,BAL,WR,WR100,33.54,27463,https://www.fantasypros.com/nfl/players/elijah-sarratt.php,13,8.3,0.4,1,,263.60,208,323,23.63,12,,,,,,11.12,165.8,1.01,,,,,,,,,,,2026-08-30
276,276,Mason Taylor,NYJ,TE,TE33,101.26,26005,https://www.fantasypros.com/nfl/players/mason-taylor.php,13,3.5,0.5,1,,276.58,200,342,26.49,12,,,,,,46.15,405.91,2.46,,,,,,,,,,,2026-08-30
277,277,Malik Davis,DAL,RB,RB80,60.64,24205,https://www.fantasypros.com/nfl/players/malik-davis.php,14,2.7,0.5,1,,270.68,156,358,33.80,12,,,73.59,344.8,2.5,6.57,52.26,0.08,,,,,,,,,,,2026-08-30
278,278,Xavier Legette,CAR,WR,WR101,93.76,26136,https://www.fantasypros.com/nfl/players/xavier-legette.php,5,1.7,2.3,1,,263.55,184,335,31.06,12,,,,,,35.85,417.51,2.57,,,,,,,,,,,2026-08-30
279,279,Marvin Mims Jr.,DEN,WR,WR102,66.83,23080,https://www.fantasypros.com/nfl/players/marvin-mims.php,10,6.2,0.9,1,,266.64,208,323,25.71,12,,,,,,24.12,273.11,1.61,,,,,,,,,,,2026-08-30
280,280,Devin Neal,NO,RB,RB81,19.25,23682,https://www.fantasypros.com/nfl/players/devin-neal.php,8,2.9,0.1,0,,263.78,164,343,37.26,12,,,23,90,1,2.5,17.5,0,,,,,,,,,,,2026-08-30
281,281,Michael Penix Jr.,ATL,QB,QB32,119.02,22973,https://www.fantasypros.com/nfl/players/michael-penix-jr.php,11,4.8,1,3,,284.61,214,346,27.88,12,1864.78,10.82,18.78,62.92,0.63,,,,,,,,,,,,,,2026-08-30
282,282,DJ Giddens,IND,RB,RB82,35.84,27097,https://www.fantasypros.com/nfl/players/dj-giddens.php,13,1.1,0.7,1,,273.94,226,329,23.85,12,,,33.32,140.47,1,8.44,58.3,0.31,,,,,,,,,,,2026-08-30
283,283,Theo Johnson,NYG,TE,TE34,76.2,23104,https://www.fantasypros.com/nfl/players/theo-johnson.php,8,3,0.7,1,,284.78,206,349,26.80,12,,,,,,27.81,313.69,2.86,,,,,,,,,,,2026-08-30
284,284,Atlanta Falcons,ATL,D/ST,DST17,105.61,8010,https://www.fantasypros.com/nfl/players/atlanta-defense.php,11,10.1,22.6,3,,267.89,167,356,39.36,12,,,,,,,,,,,,49.43,12.61,2.28,0.5,12.68,8.13,0,2026-08-30
285,285,Seth McGowan,IND,RB,RB83,23.12,23079,https://www.fantasypros.com/nfl/players/seth-mcgowan.php,13,2.4,0.5,1,,276.91,177,355,38.48,12,,,22.25,96.37,1.2,3.15,27.31,0.08,,,,,,,,,,,2026-08-30
286,286,San Francisco 49ers,SF,D/ST,DST18,88.11,8270,https://www.fantasypros.com/nfl/players/san-francisco-defense.php,8,16.9,29.4,11,,261.15,172,356,31.72,12,,,,,,,,,,,,35.96,11.08,1.9,0,15.33,9.29,0,2026-08-30
287,287,Deshaun Watson,CLE,QB,QB33,135.23,16398,https://www.fantasypros.com/nfl/players/deshaun-watson.php,11,9.6,1.9,3,,290.42,242,346,24.09,12,1993.74,10.8,44.3,191.78,1.2,,,,,,,,,,,,,,2026-08-30
288,288,Kirk Cousins,LV,QB,QB34,47.02,11177,https://www.fantasypros.com/nfl/players/kirk-cousins.php,13,4.7,2.2,3,,292.89,179,347,29.46,12,780.8,5.03,5.23,8.99,0.09,,,,,,,,,,,,,,2026-08-30
289,289,Kyle Williams,NE,WR,WR103,50.64,27487,https://www.fantasypros.com/nfl/players/kyle-williams-wr-2025.php,11,2.3,0.4,1,,271.62,199,369,34.19,12,,,,,,16.04,232.25,1.4,,,,,,,,,,,2026-08-30
290,290,Eli Stowers,PHI,TE,TE35,49.57,23144,https://www.fantasypros.com/nfl/players/eli-stowers.php,10,13.2,0.8,2,,288.09,209,387,37.10,12,,,,,,20.88,214.45,1.39,,,,,,,,,,,2026-08-30
291,291,Kendre Miller,NO,RB,RB84,22.41,24360,https://www.fantasypros.com/nfl/players/kendre-miller.php,8,4.8,0.6,0,,280.36,162,365,34.82,12,,,29.42,119.95,1.25,1.76,10.95,0.02,,,,,,,,,,,2026-08-30
292,292,New Orleans Saints,NO,D/ST,DST19,100.51,8190,https://www.fantasypros.com/nfl/players/new-orleans-defense.php,8,17.2,48.8,1,,262.96,180,337,35.84,12,,,,,,,,,,,,44.87,12.22,2.28,0,12.83,8.76,0,2026-08-30
293,293,Brashard Smith,KC,RB,RB85,32.55,27259,https://www.fantasypros.com/nfl/players/brashard-smith.php,5,2.1,0.3,0,,285.96,233,366,25.04,12,,,25,89.5,0.5,10.5,71,0.5,,,,,,,,,,,2026-08-30
294,294,Shedeur Sanders,CLE,QB,QB35,106.28,25968,https://www.fantasypros.com/nfl/players/shedeur-sanders.php,11,5.5,2.5,3,,301.35,234,348,23.69,12,1632.75,8.1,24.82,143.05,0.64,,,,,,,,,,,,,,2026-08-30
295,295,Emari Demercado,KC,RB,RB86,82.83,25654,https://www.fantasypros.com/nfl/players/emari-demercado.php,5,1.3,1,1,,290.05,169,379,31.70,12,,,76.84,427.45,1.7,16.37,119.77,0.81,,,,,,,,,,,2026-08-30
296,296,Adam Randall,BAL,RB,RB87,67.07,24367,https://www.fantasypros.com/nfl/players/adam-randall.php,13,3.2,0.8,1,,289.96,207,353,29.64,12,,,55.14,281.67,1.96,10.81,108.89,1.1,,,,,,,,,,,2026-08-30
297,297,Hollywood Brown,PHI,WR,WR104,81.13,18226,https://www.fantasypros.com/nfl/players/marquise-brown.php,10,2.9,0.6,1,,289.77,239,371,22.06,12,,,,,,28.22,349.88,3.01,,,,,,,,,,,2026-08-30
298,298,Mike Gesicki,CIN,TE,TE36,106.08,17272,https://www.fantasypros.com/nfl/players/mike-gesicki.php,6,3.4,1.8,1,,275.69,226,352,24.04,12,,,,,,41.39,434.28,3.57,,,,,,,,,,,2026-08-30
299,299,Devin Singletary,NYG,RB,RB88,0,18280,https://www.fantasypros.com/nfl/players/devin-singletary.php,8,0.9,0.5,1,,295.45,233,366,21.65,12,,,0,0,0,0,0,0,,,,,,,,,,,2026-08-30
300,300,Mack Hollins,NE,WR,WR105,56.49,16489,https://www.fantasypros.com/nfl/players/mack-hollins.php,11,2.5,0.3,0,,281.99,199,387,35.00,12,,,,,,21.49,257.64,1.6,,,,,,,,,,,2026-08-30
301,301,Kaleb Johnson,GB,RB,RB89,4.85,27165,https://www.fantasypros.com/nfl/players/kaleb-johnson-rb.php,11,2.5,0.5,1,,287.83,248,329,28.43,12,,,8.58,35.91,0.22,0,0,0,,,,,,,,,,,2026-08-30
302,302,Isaiah Bond,CLE,WR,WR106,30.73,24371,https://www.fantasypros.com/nfl/players/isaiah-bond.php,11,0.7,0.2,0,,291.69,197,382,29.10,13,,,,,,10,132.54,0.78,,,,,,,,,,,2026-08-30
303,303,Indianapolis Colts,IND,D/ST,DST20,94.34,8130,https://www.fantasypros.com/nfl/players/indianapolis-defense.php,13,15.9,38.9,2,,276.46,171,356,36.38,13,,,,,,,,,,,,39.42,12.93,1.93,0,12.25,8.73,0,2026-08-30
304,304,Trey Benson,ARI,RB,RB90,0,25388,https://www.fantasypros.com/nfl/players/trey-benson.php,14,2.7,0.3,1,,280.27,160,354,38.99,13,,,0,0,0,0,0,0,,,,,,,,,,,2026-08-30
305,305,Skyler Bell,BUF,WR,WR107,28.35,28126,https://www.fantasypros.com/nfl/players/skyler-bell.php,7,6.9,0.7,1,,295.40,236,386,30.20,13,,,,,,10.1,136.51,0.8,,,,,,,,,,,2026-08-30
306,306,Brandon Aiyuk,SF,WR,WR108,,19252,https://www.fantasypros.com/nfl/players/brandon-aiyuk.php,8,11,1.8,2,,269.41,142,381,52.37,13,,,,,,,,,,,,,,,,,,,2026-08-30
307,307,Trevor Etienne,CAR,RB,RB91,14.79,25393,https://www.fantasypros.com/nfl/players/trevor-etienne.php,5,0.9,0.7,1,,304.96,255,337,17.64,13,,,12.32,52.39,0.3,4.12,29.26,0.14,,,,,,,,,,,2026-08-30
308,308,Jake Tonges,SF,TE,TE37,44.24,24778,https://www.fantasypros.com/nfl/players/jake-tonges.php,8,4.4,2.9,1,,292.34,158,356,34.10,13,,,,,,17.71,184.2,1.38,,,,,,,,,,,2026-08-30
309,309,Darren Waller,CAR,TE,TE38,115.83,14104,https://www.fantasypros.com/nfl/players/darren-waller.php,5,4.7,2.6,2,,266.80,209,355,32.99,13,,,,,,43.36,446.47,4.67,,,,,,,,,,,2026-08-30
310,310,Jarquez Hunter,MIA,RB,RB92,,24335,https://www.fantasypros.com/nfl/players/jarquez-hunter.php,6,1.3,0.1,0,,294.42,174,368,27.89,13,,,,,,,,,,,,,,,,,,,2026-08-30
311,311,Chicago Bears,CHI,D/ST,DST21,100.93,8050,https://www.fantasypros.com/nfl/players/chicago-defense.php,10,12.8,20.9,8,,262.71,182,353,49.78,13,,,,,,,,,,,,39.02,14.05,2.1,0,16.57,10.61,1,2026-08-30
312,312,Andrei Iosivas,CIN,WR,WR109,79.52,25335,https://www.fantasypros.com/nfl/players/andrei-iosivas.php,6,1.9,0.6,1,,277.57,197,360,33.48,13,,,,,,27.76,352.42,2.56,,,,,,,,,,,2026-08-30
313,313,Jaleel McLaughlin,DEN,RB,RB93,,25876,https://www.fantasypros.com/nfl/players/jaleel-mclaughlin.php,10,0.6,0.1,0,,293.49,233,358,24.45,13,,,,,,,,,,,,,,,,,,,2026-08-30
314,314,Jerome Ford,WAS,RB,RB94,38,22921,https://www.fantasypros.com/nfl/players/jerome-ford.php,7,1.9,0.1,0,,300.86,239,365,23.68,13,,,35,194,1,8,46,0,,,,,,,,,,,2026-08-30
315,315,Charlie Smyth,NO,K,K18,63.5,26444,https://www.fantasypros.com/nfl/players/charlie-smyth.php,8,1.7,1.2,2,,280.96,201,333,38.37,13,,,,,,,,,18,15,18.5,,,,,,,,2026-08-30
316,316,Isaac Guerendo,SF,RB,RB95,14.85,26392,https://www.fantasypros.com/nfl/players/isaac-guerendo.php,8,1.1,0.3,2,,299.86,237,379,25.78,13,,,16.5,80,0.5,2,18.5,0,,,,,,,,,,,2026-08-30
317,317,DeMario Douglas,NE,WR,WR110,81.22,25304,https://www.fantasypros.com/nfl/players/demario-douglas.php,11,3.3,0.8,1,,275.14,174,385,58.24,13,,,,,,30.21,365.3,2.03,,,,,,,,,,,2026-08-30
318,318,Audric Estime,NO,RB,RB96,23.6,23054,https://www.fantasypros.com/nfl/players/audric-estime.php,8,1.5,0.1,0,,304.50,260,364,20.22,13,,,30,122,1,3,24,0,,,,,,,,,,,2026-08-30
319,319,Darnell Washington,PIT,TE,TE39,74.1,22967,https://www.fantasypros.com/nfl/players/darnell-washington.php,9,6.9,1.7,1,,294.02,229,352,30.90,13,,,,,,30.66,329.1,1.97,,,,,,,,,,,2026-08-30
320,320,Tyreek Hill,FA,WR,WR111,,15802,https://www.fantasypros.com/nfl/players/tyreek-hill.php,,14.5,3.8,4,,277.54,149,385,49.80,13,,,,,,,,,,,,,,,,,,,2026-08-30
321,321,Michael Mayer,LV,TE,TE40,90.01,23056,https://www.fantasypros.com/nfl/players/michael-mayer.php,13,6.5,1.1,1,,298.22,241,357,29.27,13,,,,,,40.01,376.31,2.1,,,,,,,,,,,2026-08-30
322,322,Jahan Dotson,ATL,WR,WR112,92.48,23101,https://www.fantasypros.com/nfl/players/jahan-dotson.php,11,2.6,1,1,,279.88,165,374,46.01,13,,,,,,35.15,443.29,2.25,,,,,,,,,,,2026-08-30
323,323,Tahj Brooks,CIN,RB,RB97,18.24,26212,https://www.fantasypros.com/nfl/players/tahj-brooks.php,6,0.8,0.3,0,,301.67,234,343,21.16,13,,,30.32,128.42,0.94,0,0,0,,,,,,,,,,,2026-08-30
324,324,Will Shipley,PHI,RB,RB98,27.59,22930,https://www.fantasypros.com/nfl/players/will-shipley.php,10,0.8,0.6,0,,309.61,244,360,19.97,13,,,9.25,39.57,0.3,11.31,83.45,0.4,,,,,,,,,,,2026-08-30
325,325,Oscar Delp,NO,TE,TE41,23.29,25430,https://www.fantasypros.com/nfl/players/oscar-delp.php,8,4.4,0.2,0,-4,310.13,254,373,32.34,13,,,,,,9.4,95.06,0.74,,,,,,,,,,,2026-08-30
326,326,Charlie Kolar,LAC,TE,TE42,55.41,22756,https://www.fantasypros.com/nfl/players/charlie-kolar.php,7,1.2,0.1,1,6,280.84,209,382,38.64,13,,,,,,20.22,230.28,2.04,,,,,,,,,,,2026-08-30
327,327,Elijah Arroyo,SEA,TE,TE43,48.18,23004,https://www.fantasypros.com/nfl/players/elijah-arroyo.php,11,1.7,0.5,1,,303.33,224,367,30.17,13,,,,,,19.03,198.74,1.57,,,,,,,,,,,2026-08-30
328,328,Bryce Lance,NO,WR,WR113,39.46,28129,https://www.fantasypros.com/nfl/players/bryce-lance.php,8,2.1,0.2,0,,291.66,180,351,40.04,13,,,,,,15.1,193.2,0.89,,,,,,,,,,,2026-08-30
329,329,Jalen Tolbert,MIA,WR,WR114,83.6,23770,https://www.fantasypros.com/nfl/players/jalen-tolbert.php,6,3.9,1,0,,289.85,194,378,46.76,13,,,,,,33.15,411.14,1.66,,,,,,,,,,,2026-08-30
330,330,Xavier Hutchinson,HOU,WR,WR115,81.56,25332,https://www.fantasypros.com/nfl/players/xavier-hutchinson.php,8,2.5,0.4,0,,285.46,176,384,53.96,13,,,,,,30.86,369.38,2.05,,,,,,,,,,,2026-08-30
331,331,Dallas Cowboys,DAL,D/ST,DST22,91.56,8080,https://www.fantasypros.com/nfl/players/dallas-defense.php,14,23.6,28.2,23,,248.04,183,355,54.71,13,,,,,,,,,,,,42.06,10.73,1.87,0,13.09,8.42,1,2026-08-30
